,precipIntensity,precipProbability,temperature,windSpeed,label
1318,0.033,1.0,45.99,11.59,0
1319,0.059000000000000004,1.0,46.37,13.26,0
1320,0.149,1.0,47.21,14.18,0
1321,0.0068,0.69,50.01,13.28,0
1322,0.0625,1.0,51.55,10.75,0
1323,0.0145,1.0,53.91,11.88,0
1324,0.005,0.14,53.81,12.07,0
1325,0.055999999999999994,1.0,53.34,15.57,0
1326,0.0135,0.36,54.07,12.67,0
1327,0.0,0.0,51.79,11.18,0
1328,0.0826,1.0,49.77,9.32,0
1329,0.0,0.0,52.19,9.37,0
1330,0.0,0.0,49.55,9.3,0
1331,0.0,0.0,49.36,9.28,0
1332,0.0,0.0,47.45,6.57,0
1333,0.0,0.0,49.54,7.97,0
1334,0.0,0.0,47.5,5.65,0
1335,0.0,0.0,46.67,7.52,0
1336,0.0,0.0,48.83,6.74,0
1337,0.0,0.0,49.16,4.34,0
1338,0.0,0.0,49.32,2.88,0
1339,0.003,0.04,50.27,5.89,0
1340,0.0,0.0,47.99,3.85,0
1341,0.0,0.0,48.87,8.73,0
1342,0.0,0.0,50.54,3.64,0
1343,0.0,0.0,51.33,6.5,0
1344,0.0,0.0,50.98,7.15,0
1345,0.0,0.0,51.88,5.39,0
1346,0.0,0.0,52.61,4.05,0
1347,0.0,0.0,52.8,6.97,0
1348,0.0043,0.65,52.17,8.12,0
1349,0.0,0.0,53.28,10.27,0
1350,0.0052,0.99,53.16,11.74,0
1351,0.0,0.0,52.72,10.35,0
1352,0.0,0.0,51.11,11.34,0
1353,0.0,0.0,50.41,10.49,0
1354,0.0,0.0,49.21,6.06,0
1355,0.0,0.0,47.59,4.8,0
1356,0.0,0.0,47.23,5.3,0
1357,0.0,0.0,45.83,4.46,0
1358,0.004,0.24,46.67,3.13,0
1359,0.0,0.0,45.46,3.2,0
1360,0.0,0.0,46.09,1.85,0
1361,0.0,0.0,46.78,2.23,0
1362,0.0,0.0,46.09,1.01,0
1363,0.0115,0.2,45.27,1.64,0
1364,0.0,0.0,45.0,2.55,0
1365,0.0,0.0,44.6,1.66,0
1366,0.0,0.0,46.07,2.14,0
1367,0.0,0.0,47.62,2.52,0
1368,0.0,0.0,49.1,5.74,0
1369,0.0,0.0,50.73,4.67,0
1370,0.0233,0.88,53.0,2.89,0
1371,0.0288,0.45,55.31,5.48,0
1372,0.002,0.02,57.19,5.78,0
1373,0.10300000000000001,0.97,56.75,5.9,0
1374,0.0,0.0,57.22,9.1,0
1375,0.0465,1.0,56.39,8.94,0
1376,0.0083,0.03,56.17,7.15,0
1377,0.0,0.0,53.91,8.97,0
1378,0.0,0.0,50.81,8.52,0
1379,0.0243,1.0,48.8,10.26,0
1380,0.1265,1.0,47.42,6.96,0
1381,0.0,0.0,48.51,5.36,0
1382,0.0548,1.0,47.88,5.57,0
1383,0.0483,0.96,47.91,5.33,0
1384,0.0888,1.0,47.73,6.48,0
1385,0.0,0.0,47.68,3.91,0
1386,0.0023,0.02,47.15,9.42,0
1387,0.0,0.0,46.55,4.43,0
1388,0.009000000000000001,0.99,46.76,4.99,0
1389,0.012,1.0,46.78,5.37,0
1390,0.0198,1.0,47.62,4.55,0
1391,0.0078,1.0,47.82,5.12,0
1392,0.0188,1.0,47.89,3.96,0
1393,0.0,0.0,49.55,7.76,0
1394,0.0,0.0,49.44,5.59,0
1395,0.0,0.0,51.39,5.65,0
1396,0.0015,0.01,52.86,6.03,0
1397,0.0163,0.91,55.31,8.73,0
1398,0.0,0.0,55.29,6.48,0
1399,0.0,0.0,54.97,6.93,0
1400,0.0,0.0,56.3,6.45,0
1401,0.0,0.0,54.72,6.23,0
1402,0.0,0.0,53.3,5.89,0
1403,0.0173,1.0,51.99,4.11,0
1404,0.0,0.0,48.45,2.1,0
1405,0.0,0.0,47.47,2.64,0
1406,0.0,0.0,46.8,2.05,0
1407,0.0,0.0,45.16,3.18,0
1408,0.0,0.0,41.71,0.56,0
1409,0.0,0.0,37.94,2.45,0
1410,0.0,0.0,38.46,1.63,0
1411,0.0,0.0,38.51,0.81,0
1412,0.0,0.0,36.74,1.47,0
1413,0.0,0.0,37.03,2.73,0
